song_id,song_name,song_duration,song_popularity,song_added,song_url,album_id,artist_id
0XRb6eZE4dBIJdqwf1Mixu,Suniyan Suniyan,197538,78,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/0XRb6eZE4dBIJdqwf1Mixu,7fDOsfo0KfyUV2crgrG6zR,5Z8nzSJRSo4HRcUOzemnC1
7yDHHVKLbvDmVw1XXhDDIO,Pehle Bhi Main,250158,77,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/7yDHHVKLbvDmVw1XXhDDIO,0a183xiCHiC1GQd8ou7WXO,5wJ1H6ud777odtZl5gG507
4XxfOvudrnBRdlgzEaq1sd,Born to Shine,213333,75,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/4XxfOvudrnBRdlgzEaq1sd,0wkGNaTXbbxaD9QjvxlNGE,2FKWNmZWDBZR4dE5KX4plR
7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,321225,76,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE,4OYdTHNgjhXzgVjbqsb0tO,1wRPtKGflJrBx9BmLsSwlU
1WxzZoWBTmB68AtyA6ejBB,Haan Ke Haan,204041,76,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/1WxzZoWBTmB68AtyA6ejBB,2R2iYcw81Fjfup0kUZtlf6,1bTROl5p3rGTpvKeWnGgrw
1hA697u7e1jX2XM8sWA6Uy,Apna Bana Le,261702,71,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/1hA697u7e1jX2XM8sWA6Uy,1pw0xzpe4O0OMohBwau50L,1mBydYMVBECdDmMfE2sEUO
3yHyiUDJdz02FZ6jfUbsmY,"Satranga (From ""ANIMAL"")",271169,78,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/3yHyiUDJdz02FZ6jfUbsmY,5mZX4EMwEyohNmVfLTDtXn,4YRxDV8wJFPHPTeXepOstw
3WLJ7D5kh44K5eJ1NqZQ6W,Baarishein,207312,74,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/3WLJ7D5kh44K5eJ1NqZQ6W,2LeZ6oWQed5ewVUpyGJKDh,4gdMJYnopf2nEUcanAwstx
5xlYVZxEwriP6hetG7QJw7,Old Money,128098,68,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/5xlYVZxEwriP6hetG7QJw7,5ocQ8RmwkpQ2mUwYSgMMH9,6LEG9Ld1aLImEFEVHdWNSB
5pPyvA03RKSJrAnnDcq0nh,Saibo,195515,71,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/5pPyvA03RKSJrAnnDcq0nh,7J7qILtFBTj1oTzPXNii6Y,1mBydYMVBECdDmMfE2sEUO
69Qzz3yyQSsA0T95jLDoPL,Dil Tu Jaan Tu,237333,76,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/69Qzz3yyQSsA0T95jLDoPL,4UPEfC1TJNAlObvA9a5Fkx,682M6cmwGHOyAB1ZmPv38W
5sUSbJo0brScvv48ZZ1HrQ,O Meri Laila,281856,75,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/5sUSbJo0brScvv48ZZ1HrQ,1RNEvKlb3YovuiE8Gw5VOO,2oSONSC9zQ4UonDKnLqksx
0MTdYgTZ25sLCO6kVnDoje,"Aasa Kooda - From ""Think Indie""",215510,79,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/0MTdYgTZ25sLCO6kVnDoje,4AGLzJHGevDOnuHsQ0gxO5,5jJrJU7VVmxQQLcLAmmxXc
2ceeTJAzKy295Fm0VsaXtE,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",264089,77,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/2ceeTJAzKy295Fm0VsaXtE,3vVIhgkDoC0vRBba5drHPe,1mBydYMVBECdDmMfE2sEUO
1a1xLj9W8libnO9PvJf6ao,Illuminati,212525,69,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/1a1xLj9W8libnO9PvJf6ao,3E0V1VegCFH9SeRSNWFKki,1qFp8zDvsXyCsC5dqz8X4S
3xMHXmedL5Rvfxmiar9Ryv,Chaleya,200373,73,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/3xMHXmedL5Rvfxmiar9Ryv,3WLJmMZUeDOuERFAk1Mxs6,4zCH9qm4R2DADamUHMCa6O
3zSSCPpLZ5Oc8nelhhGjKz,Tu hai kahan,263184,75,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/3zSSCPpLZ5Oc8nelhhGjKz,73vfz6Szer7i3GFIesix6l,2cjQTf2J5yCaNY8qHpW855
7m4CgL81VVIHaaiSxyH922,Desi Kalakaar,253352,73,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/7m4CgL81VVIHaaiSxyH922,3IbKcMtNRze5t0ANwdp45H,7uIbLdzzSEqnX0Pkrb56cR
6ND2THVLeOyEyS8uxwBwil,"Jaanam (From ""Bad Newz"")",198035,59,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/6ND2THVLeOyEyS8uxwBwil,1SXDNeossrZYyo214RAJF6,5wJ1H6ud777odtZl5gG507
6bmmHeCvZI92pRiTHxEdTC,O Maahi,233453,73,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/6bmmHeCvZI92pRiTHxEdTC,6mOSDGo8ZREISAbaiTMW5J,1wRPtKGflJrBx9BmLsSwlU
7Je0oWG9OjLhHEXd2eHsFF,"Kiliye - From ""ARM""",271641,67,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/7Je0oWG9OjLhHEXd2eHsFF,30tPbatfXYe4Em74JzAzSg,1QHr8p3h0ayWLaaYK0X6bi
5ZLkihi6DVsHwDL3B8ym1t,One Love,159222,76,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/5ZLkihi6DVsHwDL3B8ym1t,3tNH9Fp4dm3qa3Kr4cv5uJ,5r3wPya2PpeTTsXsGhQU8O
2GXXZFUxYg2LvG8SR0byOE,Jeena Jeena,228969,74,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/2GXXZFUxYg2LvG8SR0byOE,4ahg47diWPOQ6d6C8e6PHI,2oSONSC9zQ4UonDKnLqksx
0M0ANKNzmM4Odd7FNKghzW,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",171147,76,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/0M0ANKNzmM4Odd7FNKghzW,1VZDqgb1ALde0CFMIvEGNr,3iGhlvzpXc0UHBQ7klAItX
5npFBWhVs3VVlc0nY5xQMA,"Tainu Khabar Nahi - From ""Munjya""",188166,74,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/5npFBWhVs3VVlc0nY5xQMA,0cJXodCZCl2EWRNcw6m1eJ,1mBydYMVBECdDmMfE2sEUO
1r6GbBLdtUK1Vl1IHT14wP,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",281511,67,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/1r6GbBLdtUK1Vl1IHT14wP,3PI3er7mHLniPndwdo0mlA,4xNgNFUMUuGCoy7IX74Y60
48Ix6ReYdJf2H4mKb3TIpj,Tera Hone Laga Hoon,299827,71,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/48Ix6ReYdJf2H4mKb3TIpj,3vDIjYB1eatEoGlVoZWUFs,2oSONSC9zQ4UonDKnLqksx
45PA9lW7U5LYnlpGrdTyHY,Sang Rahiyo,213288,74,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/45PA9lW7U5LYnlpGrdTyHY,1dkHqiypZzME8gcoJCAfWZ,74OaRjmyh0XyRZsQQQ5l7c
5PUXKVVVQ74C3gl5vKy9Li,Heeriye (feat. Arijit Singh),194857,77,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/5PUXKVVVQ74C3gl5vKy9Li,1wt2WZBZZ9GhM0AC61l7SS,74OaRjmyh0XyRZsQQQ5l7c
2PvaburAUlhNHxVhw5lvOq,"Humdard (From ""Ek Villain"")",260590,72,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/2PvaburAUlhNHxVhw5lvOq,1WwkojG9sjMSrFVz4D51W0,4YRxDV8wJFPHPTeXepOstw
1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")",234722,72,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC,1ncyKqyZae6DoyjYaV9LmS,5wJ1H6ud777odtZl5gG507
2tjWCe2W7sgvS3C8NHcdtI,"Duniyaa (From ""Luka Chuppi"")",222500,74,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI,5hzAIEMlQpsEGIQFvnFOQx,6zZrFenNe3YPttxZsnQQs1
0645eBDehHcqfiF15hscQV,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",223390,76,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/0645eBDehHcqfiF15hscQV,0kZKLq2WZQWvXvbxvK6YoC,5wJ1H6ud777odtZl5gG507
0FBQ4NrrHUbR9kus7rzrOj,Dil Diyan Gallan,260536,72,2024-09-30 12:13:55+00:00,https://open.spotify.com/track/0FBQ4NrrHUbR9kus7rzrOj,1ujIERX0vWqw9kcYr6VMRp,2oSONSC9zQ4UonDKnLqksx
